num_citations,title,authors,year,url
4,Inductive transfer deep hashing for image retrieval,X Ou et al.,2014,http://dl.acm.org/citation.cfm?id=2654987
4,Removing structural noise in handwriting images using deep learning,SN Srihari,2014,http://dl.acm.org/citation.cfm?id=2683511
4,Small target detection combining foreground and background manifolds,F Jurie,2013,https://hal.inria.fr/hal-00943444/
4,Bearing fault diagnosis method based on stacked autoencoder and softmax regression,,2015,http://ieeexplore.ieee.org/abstract/document/7260634/
4,Recognition of SAR target based on multilayer auto-encoder and SNN,,2013,http://www.ijicic.org/ijicic-12-11029.pdf
4,Implementing and evaluating computer-assisted coding of adverse events,,1996,http://dij.sagepub.com/content/30/3/799.short
4,Bottom–Up Visual Saliency Estimation With Deep Autoencoder-Based Sparse Reconstruction,F Qi,2016,http://ieeexplore.ieee.org/abstract/document/7386678/
4,Video anomaly detection and localisation based on the sparsity and reconstruction error of auto-encoder,M Sabokrou et al.,2016,http://digital-library.theiet.org/content/journals/10.1049/el.2016.0440
4,A left ventricular segmentation method on 3D echocardiography using deep learning and snake,G Luo,2016,http://ieeexplore.ieee.org/abstract/document/7868782/
4,Squeezing bottlenecks: exploring the limits of autoencoder semantic representation capabilities,P Gupta et al.,2016,http://www.sciencedirect.com/science/article/pii/S0925231215015994
4,Dynamics of tongue gestures extracted automatically from ultrasound,J Berry & I Fasel,2011,http://ieeexplore.ieee.org/abstract/document/5946464/
4,Double articulation analyzer with deep sparse autoencoder for unsupervised word discovery from speech signals,T Taniguchi & H Liu,2016,http://www.tandfonline.com/doi/abs/10.1080/01691864.2016.1159981
4,How well sentence embeddings capture meaning,L White et al.,2015,http://dl.acm.org/citation.cfm?id=2838932
4,A deep learning model for structured outputs with high-order interaction,H Guo et al.,2015,https://arxiv.org/abs/1504.08022
4,A modular structure of auto-encoder for the integration of different kinds of information,,2005,http://link.springer.com/chapter/10.1007/11539087_37
4,Incorporating Domain and Sentiment Supervision in Representation Learning for Domain Adaptation.,M Huang & J Sun,2015,http://www.ijcai.org/Proceedings/15/Papers/184.pdf
4,SAE-RNN deep learning for RGB-D based object recognition,J Bai,2014,http://link.springer.com/chapter/10.1007/978-3-319-09333-8_25
4,A new training principle for stacked denoising autoencoders,YJ Zhang,2013,http://ieeexplore.ieee.org/abstract/document/6643701/
4,Optimisation of a selforganising auto-encoder for the condition monitoring of a novel electric motor,,2000,
4,Representation Based Translation Evaluation Metrics.,B Chen & H Guo,2015,http://www.anthology.aclweb.org/P/P15/P15-2025.pdf
4,Human Action Recognition based on Convolutional Neural Networks with a Convolutional Auto-Encoder,,2015,
4,A novel feature extraction method using deep neural network for rolling bearing fault diagnosis,C Yang & T Zhang,2015,http://ieeexplore.ieee.org/abstract/document/7162328/
4,Using different cost functions when pre-training stacked auto-encoders,T Amaral & LA Alexandre,2013,http://www.deepnets.ineb.up.pt/files/publications/report_technical_2_aes.pdf
4,EvoAE--A New Evolutionary Method for Training Autoencoders for Deep Learning Networks,,2015,http://ieeexplore.ieee.org/abstract/document/7273701/
4,Early detection of combustion instabilities using deep convolutional selective autoencoders on hi-speed flame video,A Akintayo et al.,2016,https://arxiv.org/abs/1603.07839
4,Continuous Space Representations of Linguistic Typology and their Application to Phylogenetic Inference.,Y Murawaki,2015,https://pdfs.semanticscholar.org/72b0/f873e0ec28ae23cc05a5b1a1e71e8fce1b5e.pdf
4,基于 Autoencoder 网络的数据降维和重构,,2009,
4,"Intelligent laser welding through representation, prediction, and control learning: An architecture with deep neural networks and reinforcement learning",PM Pilarski & K Diepold,2016,http://www.sciencedirect.com/science/article/pii/S0957415815001555
4,Model of MT and MST areas using an autoencoder,,2003,http://www.sciencedirect.com/science/article/pii/S0378437102018034
4,Discriminative autoencoders for small targets detection,F Jurie,2014,http://ieeexplore.ieee.org/abstract/document/6977319/
4,Audio word2vec: Unsupervised learning of audio segment representations using sequence-to-sequence autoencoder,,2016,https://arxiv.org/abs/1603.00982
4,The unsupervised hierarchical convolutional sparse auto-encoder for neuroimaging data classification,Y Zhong et al.,2015,http://link.springer.com/chapter/10.1007/978-3-319-23344-4_16
4,Tongue contour extraction from ultrasound images based on deep neural network,A Jaumard-Hakoun,2016,https://arxiv.org/abs/1605.05912
4,A survey of deep learning methods and software for image classification and object detection,,2014,https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/915/file/OGRW_2014_Proceedings.pdf#page=11
4,Cardiac MRI view classification using autoencoder,IA Yassine,2014,http://ieeexplore.ieee.org/abstract/document/7020935/
4,Randomized denoising autoencoders for smaller and efficient imaging based AD clinical trials,VK Ithapu & V Singh,2014,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4390084/
4,Brainwaves as authentication method: Proving feasibility under two different approaches,KJ Kurtz,2014,http://ieeexplore.ieee.org/abstract/document/6972734/
4,Structured denoising autoencoder for fault detection and analysis,T Tagawa & Y Tadokoro,2015,http://www.jmlr.org/proceedings/papers/v39/tagawa14.html
4,Reconstruction of handwritten digit images using autoencoder neural networks,C Eswaran,2008,http://ieeexplore.ieee.org/abstract/document/4564577/
4,Multi-sensor fusion model for constructing internal representation using autoencoder neural networks,,1996,http://ieeexplore.ieee.org/abstract/document/549147/
4,"Learning structure in gene expression data using deep architectures, with an application to gene clustering",A Gupta & H Wang,2015,http://ieeexplore.ieee.org/abstract/document/7359871/
4,Feature extraction of motor imagery EEG based on extreme learning machine auto-encoder,,2015,http://link.springer.com/chapter/10.1007/978-3-319-28397-5_28
4,Deep Belief Networks,R Salakhutdinov & GE Hinton,2007,https://pdfs.semanticscholar.org/1c2b/b1fbc618dc2103889c620181785dfa838807.pdf
4,Fault diagnosis of rotary machinery components using a stacked denoising autoencoder-based health state identification,,2017,http://www.sciencedirect.com/science/article/pii/S0165168416301797
4,Recognition of geochemical anomalies using a deep autoencoder network,R Zuo,2016,http://www.sciencedirect.com/science/article/pii/S0098300415300728
4,First steps towards an intelligent laser welding architecture using deep neural networks and reinforcement learning,PM Pilarski & H Shen,2014,http://www.sciencedirect.com/science/article/pii/S2212017314001224
4,Modeling optical emission spectroscopy data generated during reactive ion etching using an autoencoder neural network,,2002,
3,Contractive de-noising auto-encoder,,2014,http://link.springer.com/10.1007/978-3-319-09333-8_84
3,Virtual autoencoder based recommendation system for individualizing head-related transfer functions,Y Luo & R Duraiswami,2013,http://ieeexplore.ieee.org/abstract/document/6701816/
3,Constructing a deep neural network based spectral model for statistical speech synthesis,J Yamagishi,2016,http://link.springer.com/chapter/10.1007/978-3-319-28109-4_12
3,The divergent autoencoder (DIVA) account of human category learning,KJ Kurtz,2005,http://escholarship.org/uc/item/4gs5d829.pdf
3,Limited generalization capabilities of autoencoders with logistic regression on training sets of small sizes,A Potapov,2014,http://link.springer.com/chapter/10.1007/978-3-662-44654-6_25
3,Adaptive stimulus representations: A computational theory of hippocampal-region function,MA Gluck & CE Myers,1993,https://papers.nips.cc/paper/713-adaptive-stimulus-representations-a-computational-theory-of-hippocampal-region-function.pdf
3,Modulation format identification in coherent receivers using deep machine learning,K Zhong & WH Al-Arashi,2013,http://ieeexplore.ieee.org/iel7/68/4581641/07482803.pdf
3,Extraction of features for lip-reading using autoencoders,,2014,http://link.springer.com/chapter/10.1007/978-3-319-11581-8_26
3,Learning Deep Temporal Representations for Brain Decoding,O Firat & FTY Vural,2014,https://arxiv.org/abs/1412.7522
3,A hybrid malicious code detection method based on deep learning,,2015,http://www.covert.io/research-papers/deep-learning-security/A%20Hybrid%20Malicious%20Code%20Detection%20Method%20based%20on%20Deep%20Learning.pdf
3,A hand gesture recognition model based on semi-supervised learning,,2015,http://ieeexplore.ieee.org/abstract/document/7334914/
3,Active learning system for weed species recognition based on hyperspectral sensing,D Moshou,2016,http://www.sciencedirect.com/science/article/pii/S1537511016000143
3,Learning deep parsimonious representations,R Liao et al.,2016,http://papers.nips.cc/paper/6263-learning-deep-parsimonious-representations
3,Variational gaussian process auto-encoder for ordinal prediction of facial action units,S Eleftheriadis et al.,2016,https://arxiv.org/abs/1608.04664
3,Mask assisted object coding with deep learning for object retrieval in surveillance videos,J Wang,2014,http://dl.acm.org/citation.cfm?id=2654981
3,Occlusion-robust face recognition using iterative stacked denoising autoencoder,Y Zhang,2013,http://link.springer.com/chapter/10.1007/978-3-642-42051-1_44
3,Convolutional autoencoder-based color image classification using chroma subsampling in YCbCr space,,2015,http://ieeexplore.ieee.org/abstract/document/7407903/
3,Applying neural network based novelty detection to industrial machinery,,2002,
3,Unsupervised feature learning for human activity recognition using smartphone sensors,,2014,http://link.springer.com/chapter/10.1007/978-3-319-13817-6_11
3,Character recognition of license plate using autoencoder neural network reconstruction [J],,2011,http://en.cnki.com.cn/Article_en/CJFDTOTAL-GDZJ201101034.htm
3,Noisy training for deep neural networks,,2014,http://ieeexplore.ieee.org/abstract/document/6889193/
3,Classification of stroke patients' motor imagery EEG with autoencoders in BCI-FES rehabilitation training system,Y Liu & L Zhang,2014,http://link.springer.com/chapter/10.1007/978-3-319-12643-2_25
3,LCCT: a semisupervised model for sentiment classification,W Tu & Z Lu,2015,https://hub.hku.hk/handle/10722/219237
3,Unsupervised Domain Adaptation for Word Sense Disambiguation using Stacked Denoising Autoencoder.,,2015,http://anthology.aclweb.org/Y/Y15/Y15-2026.pdf
3,Multilayer Perceptron and Stacked Autoencoder for Internet Traffic Prediction,JS Barbar & AS Soares,2014,http://link.springer.com/chapter/10.1007/978-3-662-44917-2_6
3,Segmenting brain tissues from Chinese visible human dataset by deep-learned features with stacked autoencoder,,2016,https://www.hindawi.com/journals/bmri/2016/5284586/abs/
3,Predicting protein structural classes with autoencoder neural networks,,2013,http://ieeexplore.ieee.org/abstract/document/6561242/
3,Visualizing and understanding nonnegativity constrained sparse autoencoder in deep architecture,,2016,
3,Feature learning using stacked autoencoders to predict the activity of antimicrobial peptides,R Torres & R Ramos-Pollán,2015,http://link.springer.com/chapter/10.1007/978-3-319-23401-4_11
3,State of health estimation combining robust deep feature learning with support vector regression,,2015,http://ieeexplore.ieee.org/abstract/document/7260613/
3,Training a deep autoencoder or a classifier on MNIST digits,,2013,
3,Outlier Detection with Autoencoder Ensembles,,2017,
3,Trajectory Tracking and Recognition Using Bi-Directional Nonlinear Learning,,2007,http://cjc.ict.ac.cn/eng/qwjse/view.asp?id=2456
3,Dimensionality reduction strategy based on auto-encoder,,2015,http://dl.acm.org/citation.cfm?id=2808555
3,Conditional Image Generation with PixelCNN Decoders,A Oord et al.,2016,https://arxiv.org/abs/1606.05328
3,Self-restraint object recognition by model based CNN learning,W Deng,2016,http://ieeexplore.ieee.org/abstract/document/7532438/
3,An imbalanced data classification algorithm of improved autoencoder neural network,,2016,http://ieeexplore.ieee.org/abstract/document/7449810/
3,Training Process Reduction Based On Potential Weights Linear Analysis To Accelarate Back Propagation Network,,2009,https://arxiv.org/abs/0908.1453
3,Learning discriminative features and metrics for measuring action similarity,Y Yang & M Shah,2014,http://ieeexplore.ieee.org/abstract/document/7025311/
3,Gas recognition under sensor drift by using deep learning,X Hu & M Ye,2015,http://onlinelibrary.wiley.com/doi/10.1002/int.21731/full
3,Semi supervised autoencoders: better focusing model capacity during feature extraction,P Vincent,2013,http://link.springer.com/chapter/10.1007/978-3-642-42054-2_41
3,Leaf classification utilizing a convolutional neural network,RM Parry,2015,http://ieeexplore.ieee.org/abstract/document/7132978/
3,Creation of a deep convolutional auto-encoder in caffe,V Turchenko,2015,https://arxiv.org/abs/1512.01596
3,Sensor failure compensation techniques for hv bushing monitoring using evolutionary computing,FV Nelwamondo,2006,https://www.researchgate.net/profile/Fulufhelo_Nelwamondo/publication/255599011_Sensor_Failure_Compensation_Techniques_for_HV_Bushing_Monitoring_using_Evolutionary_Computing/links/00b4953a80f931d8fe000000.pdf
3,Discrimination of breast cancer with microcalcifications on mammography by deep learning,L Li,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4895132/
3,Saturating auto-encoder. arXiv preprint,,2013,
3,Marginal fisher analysis feature extraction algorithm based on multilayer auto-encoder,,2012,
3,Deep auto-encoder based low-dimensional feature extraction using fft spectral envelopes in statistical parametric speech synthesis,,2015,
3,Correlation autoencoder hashing for supervised cross-modal search,Y Cao & M Long,2016,http://dl.acm.org/citation.cfm?id=2912000
3,Computational aesthetics of photos quality assessment based on improved artificial neural network combined with an autoencoder technique,,2016,http://www.sciencedirect.com/science/article/pii/S0925231215019013
3,Mirrored STDP implements autoencoder learning in a network of spiking neurons,,2015,http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1004566
3,Converting legacy data to MedDRA: Approach and implications,,2002,http://journals.sagepub.com/doi/abs/10.1177/009286150203600320
3,Robust muscle cell quantification using structured edge detection and hierarchical segmentation,F Liu et al.,2015,http://link.springer.com/chapter/10.1007/978-3-319-24574-4_39
3,Apply stacked auto-encoder to spam detection,G Mi & Y Tan,2015,http://link.springer.com/chapter/10.1007/978-3-319-20472-7_1
3,A hybrid algorithm combining auto-encoder network with Sparse Bayesian Regression optimized by Artificial Bee Colony for short-term Wind Power Forecasting,,2013,http://www.red.pe.org.pl/articles/2013/2a/48.pdf
3,Query-based single document summarization using an ensemble noisy auto-encoder,L Hamey,2015,http://www.aclweb.org/old_anthology/U/U15/U15-1001.pdf
3,Research and prospect of deep auto-encoder,,2014,
3,Unsupervised feature learning for Chinese lexicon based on auto-encoder,Z Kaixu,2013,
3,Dropout training of matrix factorization and autoencoder for link prediction in sparse graphs,S Zhai & Z Zhang,2015,http://epubs.siam.org/doi/abs/10.1137/1.9781611974010.51
3,ディープラーニングによるパターン認識,,2013,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=91504&item_no=1&attribute_id=1&file_no=1
3,An autoencoder of stellar spectra and its application in automatically estimating atmospheric parameters,,2015,http://mnras.oxfordjournals.org/content/452/1/158.short
3,Stacked Autoencoder-based deep learning for remote-sensing image classification: a case study of African land-cover mapping,W Li et al.,2016,http://www.tandfonline.com/doi/abs/10.1080/01431161.2016.1246775
3,Selecting autoencoder features for layout analysis of historical documents,M Seuret et al.,2015,http://dl.acm.org/citation.cfm?id=2809548
3,Magic Mirror: A Virtual Fashion Consultant,,2016,http://dl.acm.org/citation.cfm?id=2970928
3,Automated Detection of impact craters and volcanic rootless cones in mars satellite imagery using convolutional neural networks and support vector machines,L Palafox,2015,http://www.hou.usra.edu/meetings/lpsc2015/pdf/2316.pdf
3,Prognostics of combustion instabilities from hi-speed flame video using a deep convolutional selective autoencoder,A Akintayo et al.,2016,http://web.me.iastate.edu/soumiks/pdf/Journal/AkintayoLoreSarkarSarkar16.pdf
3,基于一种连续自编码网络的图像降维和重构,,2010,http://www.airitilibrary.com/Publication/alDetailedMesh?docid=10049037-201005-201006290024-201006290024-318-323
3,Semisupervised autoencoder for sentiment analysis,S Zhai & Z Zhang,2015,https://arxiv.org/abs/1512.04466
3,Predicting online user behaviour using deep learning algorithms,A Vieira,2015,https://arxiv.org/abs/1511.06247
3,On the equivalence between deep nade and generative stochastic networks,L Yao et al.,2014,http://link.springer.com/chapter/10.1007/978-3-662-44845-8_21
3,"Scaling, rotation, and translation invariant image recognition using competing multiple subspaces",,2003,http://ieeexplore.ieee.org/abstract/document/1223876/
3,Denoising autoencoder-based speaker feature restoration for utterances of short duration,,2015,
3,Discriminative feature learning for action recognition using a stacked denoising autoencoder,P Jin,2014,http://link.springer.com/chapter/10.1007/978-3-319-07776-5_54
3,Multiple feed-forward deep neural networks for statistical parametric speech synthesis.,J Yamagishi,2015,https://pdfs.semanticscholar.org/1be2/f2c5e3262164eb32bda290d8a3405582b8d9.pdf
3,Information Theoretic-Learning Auto-Encoder,E Santana & JC Principe,2016,http://ieeexplore.ieee.org/abstract/document/7727620/
3,Two-stage noise aware training using asymmetric deep denoising autoencoder,,2016,http://ieeexplore.ieee.org/abstract/document/7472782/
3,Study on signal recognition and diagnosis for spacecraft based on deep learning method,,2015,http://ieeexplore.ieee.org/abstract/document/7380040/
3,Modular autoencoders for ensemble feature extraction,HWJ Reeve & G Brown,2015,http://www.jmlr.org/proceedings/papers/v44/reeve15a.pdf
3,Bi-shifting auto-encoder for unsupervised domain adaptation,M Kan et al.,2015,http://www.cv-foundation.org/openaccess/content_iccv_2015/html/Kan_Bi-Shifting_Auto-Encoder_for_ICCV_2015_paper.html
3,Kernel auto-encoder for semi-supervised hashing,B Gholami & A Hajisami,2016,http://ieeexplore.ieee.org/abstract/document/7477690/
3,Text window denoising autoencoder: building deep architecture for Chinese word segmentation,X Wen,2013,http://link.springer.com/chapter/10.1007/978-3-642-41644-6_1
3,Denoising autoencoder and environment adaptation for distant-talking speech recognition with asynchronous speech recording,L Wang,2014,http://ieeexplore.ieee.org/abstract/document/7041548/
3,Real-time hebbian learning from autoencoder features for control tasks,JK Pugh et al.,2014,https://dspace.lboro.ac.uk/dspace-jspui/handle/2134/17041
3,Imputing missing values in sensor networks using sparse data representations,S Lin,2014,http://dl.acm.org/citation.cfm?id=2641816
3,Improving denoising auto-encoder based speech enhancement with the speech parameter generation algorithm,SS Wang et al.,2015,http://ieeexplore.ieee.org/abstract/document/7415295/
2,Performance of the fixed-point autoencoder/Znacajke autodavaca s nepromjenjivom tockom,D Wang & J Xu,2016,http://go.galegroup.com/ps/i.do?id=GALE%7CA449315564&sid=googleScholar&v=2.1&it=r&linkaccess=fulltext&issn=13303651&p=AONE&sw=w
2,Stacked sparse autoencoder in PolSAR data classification using local spatial information,,2016,http://ieeexplore.ieee.org/abstract/document/7518668/
2,Learning unbiased features,Y Li et al.,2014,https://arxiv.org/abs/1412.5244
2,Guest editorial: advances in machine learning for speech processing,M Dong & MW Mak,2016,http://link.springer.com/article/10.1007/s11265-016-1101-1
2,Real-world font recognition using deep network and domain adaptation,Z Wang et al.,2015,https://arxiv.org/abs/1504.00028
2,"A tutorial survey of architectures, algorithms, and applications for deep learning–ERRATUM",L Deng,2014,http://journals.cambridge.org/article_S2048770314000043
2,Deep adaptive networks for image classification,S Zhou & X Wang,2010,http://dl.acm.org/citation.cfm?id=1937743
2,Deep feature representation for hyperspectral image classification,L Bruzzone & S Liu,2015,http://ieeexplore.ieee.org/abstract/document/7326943/
2,Dyna planning using a feature based generative model,R Faulkner & D Precup,2010,http://www.cs.mcgill.ca/~rfaulk/nips2010_submission.pdf
2,Deep autoencoders for dimensionality reduction of high-content screening data,,2015,https://arxiv.org/abs/1501.01348
2,Unsupervised hierarchical convolutional sparse auto-encoder for high spatial resolution imagery scene classification,Y Zhong & B Zhao,2015,http://ieeexplore.ieee.org/abstract/document/7377963/
2,Progressive shape-distribution-encoder for 3d shape retrieval,J Xie & F Zhu,2015,http://dl.acm.org/citation.cfm?id=2806308
2,Regularized deep learning for face recognition with weight variations,S Nagpal et al.,2015,http://ieeexplore.ieee.org/abstract/document/7361971/
2,Learning multi-channel deep feature representations for face recognition,X Chen et al.,2015,http://www.jmlr.org/proceedings/papers/v44/chen15learning.pdf
2,Learning deep dynamical models from image pixels,N Wahlström et al.,2014,https://arxiv.org/abs/1410.7550
2,Application of deep belief networks for precision mechanism quality inspection,,2014,http://link.springer.com/chapter/10.1007/978-3-662-45586-9_12
2,Calibration transfer via an extreme learning machine auto-encoder,ZM Zhang & YZ Liang,2016,http://pubs.rsc.org/-/content/articlehtml/2016/an/c5an02243f
2,Incorporating image degeneration modeling with multitask learning for image super-resolution,,2015,http://ieeexplore.ieee.org/abstract/document/7351173/
2,Autoencoder-based identification of predictors of Indian monsoon,M Saha et al.,2016,http://link.springer.com/article/10.1007/s00703-016-0431-7
2,Preprocessing-free surface material classification using convolutional neural networks pretrained by sparse Autoencoder,H Zheng,2015,http://ieeexplore.ieee.org/abstract/document/7324324/
2,Discovering Spatial and Temporal Patterns in Climate Data Using Deep Learning,C Anderson,2015,https://www.atmos.colostate.edu/~iebert/PAPERS/CI2015_paper_27.pdf
2,Feature enhancement with a reservoir-based denoising auto encoder,,2013,http://ieeexplore.ieee.org/abstract/document/6781884/
2,Deep Dictionary Learning vs Deep Belief Network vs Stacked Autoencoder: An Empirical Analysis,A Gogna & A Majumdar,2016,http://link.springer.com/chapter/10.1007/978-3-319-46681-1_41
2,Greedy Deep Disaggregating Sparse Coding,S Singh et al.,2016,http://nilmworkshop.org/2016/proceedings/Paper_ID05.pdf
2,Denoising without access to clean data using a partitioned autoencoder,D Stowell & RE Turner,2015,https://arxiv.org/abs/1509.05982
2,Learning Deep Neural Networks for High Dimensional Output Problems,R Hérault & C Chatelain,2009,http://ieeexplore.ieee.org/abstract/document/5381795/
2,Cross lingual speech emotion recognition using canonical correlation analysis on principal component subspace,H Sagha et al.,2016,http://ieeexplore.ieee.org/abstract/document/7472789/
2,Text detection in arabic news video based on swt operator and convolutional auto-encoders,O Zayene & M Seuret,2016,http://ieeexplore.ieee.org/abstract/document/7490086/
2,A comparison of autoencoder and statistical features for cattle behaviour classification,A Rahman & D Smith,2016,http://ieeexplore.ieee.org/abstract/document/7727573/
2,Deep learning and face recognition: the state of the art,,2015,http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=2295289
2,Object Detection using Convolutional Neural Networks,,2013,https://pdfs.semanticscholar.org/b1fd/c0908ebfa7760979301ba895203f1543b449.pdf
2,High dimensionality reduction using CUR matrix decomposition and auto-encoder for web image classification,Y Liu & J Shao,2011,http://www.springerlink.com/index/C83807257U850771.pdf
2,A coarse-to-fine deep learning for person re-identification,L Oliveira,2016,http://ieeexplore.ieee.org/abstract/document/7477677/
2,Robust Deep Auto-encoder for Occluded Face Recognition,J Wang & Y Gong,2015,http://dl.acm.org/citation.cfm?id=2806291
2,Deep hybrid networks with good out-of-sample object recognition,M Ghifary et al.,2014,http://ieeexplore.ieee.org/abstract/document/6854642/
2,"Multi-layer neural network auto encoders learning method, using regularization for invariant image recognition",,2016,http://52.172.159.94/index.php/indjst/article/view/97704
2,Archetypal analysis as an autoencoder,C Bauckhage et al.,2015,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.710.1085&rep=rep1&type=pdf#page=8
2,Unsupervised feature learning for visual sign language identification,BG Gebre & O Crasborn,2014,http://pubman.mpdl.mpg.de/pubman/faces/viewItemOverviewPage.jsp?itemId=escidoc:2012629
2,Denoising autoencoders for fast combinatorial black box optimization,,2015,http://dl.acm.org/citation.cfm?id=2764691
2,Motion detection via a couple of auto-encoder networks,M Ye,2014,http://ieeexplore.ieee.org/abstract/document/6890140/
2,Deep learning architecture for data mining from surgical data,,2012,http://ieeexplore.ieee.org/abstract/document/6240790/
2,Speech dereverberation using long short-term memory,MMSST Kawahara,2015,https://pdfs.semanticscholar.org/b382/72d3b17c43452862943c40376e8fc2ad5eb5.pdf
2,Classification of human actions using pose-based features and stacked auto encoder,EP Ijjina,2016,http://www.sciencedirect.com/science/article/pii/S0167865516300253
2,Deep Feature Representation via Multiple Stack Auto-Encoders,Z Wang,2015,http://link.springer.com/chapter/10.1007/978-3-319-24075-6_27
2,Generating feature sets for fault diagnosis using denoising stacked auto-encoder,RK Sevakula,2016,http://ieeexplore.ieee.org/abstract/document/7542865/
2,Text classification dimension reduction algorithm for Chinese web page based on deep learning,,2013,http://ieeexplore.ieee.org/abstract/document/6748633/
2,Assessing diffusion of spatial features in deep belief networks,B Mitchell & J Sheppard,2016,http://ieeexplore.ieee.org/abstract/document/7727392/
2,A Study on Recursive Neural Network Based Sentiment Classification of Sina Weibo,,2014,http://ieeexplore.ieee.org/abstract/document/7011312/
2,Independent component analysis-Based sparse autoencoder in the application of fault diagnosis,H Su,2014,http://ieeexplore.ieee.org/abstract/document/7052920/
2,An empirical analysis of different sparse penalties for autoencoder in unsupervised feature learning,W Rong,2015,http://ieeexplore.ieee.org/abstract/document/7280568/
2,Understanding dropout: training multi-layer perceptrons with auxiliary independent stochastic neurons,KH Cho,2013,http://link.springer.com/chapter/10.1007/978-3-642-42054-2_59
2,Representational learning for sonar ATR,,2014,http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=1881270
2,Learning representations of affect from speech,S Ghosh et al.,2015,https://arxiv.org/abs/1511.04747
2,Autoencoding time series for visualisation,P Tino & K Polsterer,2015,https://arxiv.org/abs/1505.00936
2,Tuning parameters of deep neural network algorithms for identifying best cost function,C Kandaswamy & T Amaral,2013,http://www.deepnets.ineb.up.pt/files/publications/report_technical_2_2013.pdf
2,BEGAN: Boundary Equilibrium Generative Adversarial Networks,L Metz,2017,https://arxiv.org/abs/1703.10717
2,Gradient-based FCM and a neural network for clustering of incomplete data,,2005,http://link.springer.com/chapter/10.1007/11539087_166
2,Nonlinear dimensionality reduction using neural networks,R Salakhutdinov,2000,http://www.utstat.toronto.edu/~rsalakhu/talks/abstract.ps.gz
2,"Autoencoder Neural Networks: A Performance Study Based on Image Reconstruction, Recognition and Compression",C Eswaran,2010,http://dl.acm.org/citation.cfm?id=1859325
2,Autoencoder: An Implementation of Sparse Autoencoder for Automatic Learning of Representative Features from Unlabeled Data,,2014,
2,A novel method of diagnosing premature ventricular contraction based on sparse auto-encoder and softmax regression,,2015,http://content.iospress.com/articles/bio-medical-materials-and-engineering/bme1454
2,Blind source separation by sensor-signal identity mapping by auto-encoder with hidden-layer pruning,,2002,http://ieeexplore.ieee.org/abstract/document/1007683/
2,Spatio-temporal convolutional sparse auto-encoder for sequence classification,M Baccouche et al.,2005,https://www.researchgate.net/profile/Moez_Baccouche/publication/230866907_Spatio-Temporal_Convolutional_Sparse_Auto-Encoder_for_Sequence_Classification/links/53eca3450cf24f241f1595a2.pdf
2,Learning facial expression codes with sparse auto-encoder,,2013,http://www.scientific.net/AMM.433-435.334
2,Forest fire image classification based on deep neural network of sparse autoencoder,,2014,
2,Exercise: Sparse Autoencoder,,2011,
2,Short Texts Feature Extraction and Clustering Based on Auto-Encoder,,2015,http://en.cnki.com.cn/Article_en/CJFDTotal-BJDZ201502013.htm
2,A novel deep model for image recognition,,2014,http://ieeexplore.ieee.org/abstract/document/6933585/
2,Reverberant speech recognition based on denoising autoencoder using multiple analysis window lengths,,2013,
2,Dimensionality reduction of radio map with nonlinear autoencoder,MK Lee,2012,http://ieeexplore.ieee.org/abstract/document/6204287/
2,"Non-negative sparse autoencoder neural networks for the detection of overlapping, hierarchical communities in networked datasets",S Michele Rajtmajer,2012,http://aip.scitation.org/doi/abs/10.1063/1.4771600
2,A Hybrid Convolutional Variational Autoencoder for Text Generation,A Severyn & E Barth,2017,https://arxiv.org/abs/1702.02390
2,Joint optimization of denoising autoencoder and dnn acoustic model based on multi-target learning for noisy speech recognition,,2016,
2,"Sparse Autoencoder, vol. 72 of",,2011,
2,An Autoencoder Approach to Learning Bilingual Word Representations,,2014,
2,A novel approach for Finger Vein verification based on self-taught learning,M Fayyaz & M Hajizadeh-Saffar,2015,http://ieeexplore.ieee.org/abstract/document/7397511/
2,Deep neural network for face recognition based on sparse autoencoder,,2015,http://ieeexplore.ieee.org/abstract/document/7407948/
2,Parallel auto-encoder for efficient outlier detection,,2013,http://ieeexplore.ieee.org/abstract/document/6691791/
2,Combining Distance through an Auto Encoder Off Line Signature,,2008,
2,"Van hamme H, Zheng T F. Unseen noise estimation using separable deep auto encoder for speech enhancement. IEEE",,2016,
2,Deep Denoising Auto-encoder for Statistical Speech Synthesis,J Yamagishi,2015,https://arxiv.org/abs/1506.05268
2,Sparse shift-invariant representation of local 2d patterns and sequence learning for human action recognition,M Baccouche et al.,2012,http://ieeexplore.ieee.org/abstract/document/6460998/
2,Neural network based model for visual-motor integration learning of robot's drawing behavior: Association of a drawing motion from a drawn image,K Noda,2015,http://ieeexplore.ieee.org/abstract/document/7353752/
2,Fabric defect detection using deep learning,,2016,http://ieeexplore.ieee.org/abstract/document/7496020/
2,Studies on classification of fMRI data using deep learning approach,NKLM Rashid,2015,http://www.arpnjournals.org/jeas/research_papers/rp_2015/jeas_1115_2977.pdf
